gameid,year,round,date,hometeam,awayteam,hometeamscoreft,awayteamscoreft,venue,attendance,maxtemp,mintemp,rainfall
2018R0101,2018,R1,2018-03-22,Richmond,Carlton,17.19,15.5,M.C.G.,90151.0,28.7,10.5,0.0
2018R0102,2018,R1,2018-03-23,Essendon,Adelaide,14.15,12.15,Docklands,43016.0,29.7,15.6,0.0
2018R0103,2018,R1,2018-03-24,St Kilda,Brisbane Lions,16.11,12.1,Docklands,23731.0,24.5,20.1,0.6
2018R0104,2018,R1,2018-03-24,Port Adelaide,Fremantle,16.14,9.6,Adelaide Oval,38324.0,31.6,20.5,0.0
2018R0105,2018,R1,2018-03-24,Gold Coast,North Melbourne,7.13,5.9,Cazaly's Stadium,3722.0,27.6,24.4,8.2
2018R0106,2018,R1,2018-03-24,Hawthorn,Collingwood,15.11,9.13,M.C.G.,58051.0,24.5,20.1,0.6
2018R0107,2018,R1,2018-03-25,Greater Western Sydney,Western Bulldogs,20.13,7.9,Manuka Oval,10454.0,25.0,11.2,0.0
2018R0108,2018,R1,2018-03-25,Melbourne,Geelong,13.16,14.13,M.C.G.,54112.0,26.6,17.2,15.0
2018R0109,2018,R1,2018-03-25,West Coast,Sydney,13.8,18.7,Perth Stadium,53553.0,25.8,18.8,0.0
2018R0201,2018,R2,2018-03-29,Adelaide,Richmond,18.1,12.1,Adelaide Oval,49743.0,22.0,14.2,0.0
2018R0202,2018,R2,2018-03-30,North Melbourne,St Kilda,13.17,5.13,Docklands,33966.0,24.5,11.5,0.0
2018R0203,2018,R2,2018-03-31,Carlton,Gold Coast,9.13,15.11,Docklands,28025.0,23.6,11.8,0.0
2018R0204,2018,R2,2018-03-31,Collingwood,Greater Western Sydney,12.7,15.5,M.C.G.,30941.0,23.6,11.8,0.0
2018R0205,2018,R2,2018-03-31,Brisbane Lions,Melbourne,10.14,14.16,Gabba,17141.0,29.3,20.7,0.4
2018R0206,2018,R2,2018-03-31,Fremantle,Essendon,16.1,14.6,Perth Stadium,49021.0,26.5,17.0,0.0
2018R0207,2018,R2,2018-04-01,Western Bulldogs,West Coast,9.16,18.13,Docklands,22868.0,28.6,11.6,0.0
2018R0208,2018,R2,2018-04-01,Sydney,Port Adelaide,10.11,14.1,S.C.G.,34636.0,30.6,19.1,0.0
2018R0209,2018,R2,2018-04-02,Geelong,Hawthorn,18.9,17.16,M.C.G.,73189.0,21.1,14.1,0.0
2018R0301,2018,R3,2018-04-06,Carlton,Collingwood,11.1,16.4,M.C.G.,68548.0,21.4,13.2,0.0
2018R0302,2018,R3,2018-04-07,Port Adelaide,Brisbane Lions,14.13,14.8,Adelaide Oval,36363.0,29.5,10.7,0.0
2018R0303,2018,R3,2018-04-07,Melbourne,North Melbourne,18.15,13.8,M.C.G.,35518.0,22.4,7.5,0.0
2018R0304,2018,R3,2018-04-07,Gold Coast,Fremantle,10.8,13.18,Perth Stadium,33388.0,24.7,16.4,0.0
2018R0305,2018,R3,2018-04-07,St Kilda,Adelaide,7.13,15.14,Docklands,19324.0,22.4,7.5,0.0
2018R0306,2018,R3,2018-04-07,Sydney,Greater Western Sydney,16.7,12.15,S.C.G.,34711.0,29.2,19.5,0.0
2018R0307,2018,R3,2018-04-08,Richmond,Hawthorn,15.12,13.11,M.C.G.,70701.0,30.9,9.5,0.0
2018R0308,2018,R3,2018-04-08,Western Bulldogs,Essendon,14.2,12.11,Docklands,40499.0,30.9,9.5,0.0
2018R0309,2018,R3,2018-04-08,West Coast,Geelong,14.11,11.14,Perth Stadium,54535.0,25.4,13.2,0.0
2018R0401,2018,R4,2018-04-13,Adelaide,Collingwood,9.4,16.1,Adelaide Oval,45495.0,23.2,14.4,0.0
2018R0402,2018,R4,2018-04-14,Greater Western Sydney,Fremantle,11.16,7.9,Manuka Oval,11356.0,20.2,13.9,12.0
2018R0403,2018,R4,2018-04-14,Richmond,Brisbane Lions,16.14,2.5,M.C.G.,32870.0,15.9,12.7,1.4
2018R0404,2018,R4,2018-04-14,Western Bulldogs,Sydney,11.13,13.8,Docklands,28058.0,15.9,12.7,1.4
2018R0405,2018,R4,2018-04-14,North Melbourne,Carlton,18.8,4.6,Bellerive Oval,14266.0,17.3,11.8,0.6
2018R0406,2018,R4,2018-04-14,West Coast,Gold Coast,21.13,9.5,Perth Stadium,51774.0,22.7,9.4,0.0
2018R0407,2018,R4,2018-04-15,Essendon,Port Adelaide,16.1,12.12,Docklands,30900.0,19.9,8.9,15.0
2018R0408,2018,R4,2018-04-15,Hawthorn,Melbourne,18.7,6.12,M.C.G.,41973.0,19.9,8.9,15.0
2018R0409,2018,R4,2018-04-15,Geelong,St Kilda,15.13,7.14,Kardinia Park,27338.0,17.3,10.2,7.2
2018R0501,2018,R5,2018-04-20,Sydney,Adelaide,10.15,12.13,S.C.G.,38017.0,23.2,16.6,0.0
2018R0502,2018,R5,2018-04-21,St Kilda,Greater Western Sydney,10.13,9.19,Docklands,14956.0,24.6,10.8,0.0
2018R0503,2018,R5,2018-04-21,Carlton,West Coast,10.9,10.19,M.C.G.,27900.0,24.6,10.8,0.0
2018R0504,2018,R5,2018-04-21,Port Adelaide,Geelong,7.8,12.12,Adelaide Oval,45372.0,29.8,17.3,1.4
2018R0505,2018,R5,2018-04-21,Fremantle,Western Bulldogs,16.12,8.6,Perth Stadium,43056.0,28.0,11.9,0.0
2018R0506,2018,R5,2018-04-22,North Melbourne,Hawthorn,14.14,11.4,Docklands,27981.0,22.6,9.1,0.0
2018R0507,2018,R5,2018-04-22,Brisbane Lions,Gold Coast,10.11,11.1,Gabba,16087.0,25.8,17.2,0.2
2018R0508,2018,R5,2018-04-24,Melbourne,Richmond,8.8,15.12,M.C.G.,77071.0,24.4,12.2,0.0
2018R0509,2018,R5,2018-04-25,Collingwood,Essendon,14.17,7.1,M.C.G.,91440.0,20.5,15.5,0.0
2018R0601,2018,R6,2018-04-27,Western Bulldogs,Carlton,11.14,8.11,Docklands,33915.0,17.9,9.0,0.0
2018R0602,2018,R6,2018-04-28,Geelong,Sydney,10.9,12.14,Kardinia Park,31036.0,21.0,5.8,0.0
2018R0603,2018,R6,2018-04-28,North Melbourne,Port Adelaide,10.9,15.12,Docklands,17617.0,18.6,7.2,0.0
2018R0604,2018,R6,2018-04-28,Greater Western Sydney,Brisbane Lions,10.17,5.13,Sydney Showground,10046.0,20.5,13.9,6.0
2018R0605,2018,R6,2018-04-28,Hawthorn,St Kilda,13.11,7.12,York Park,15741.0,17.7,3.8,0.0
2018R0606,2018,R6,2018-04-28,Adelaide,Gold Coast,16.14,9.8,Adelaide Oval,44835.0,21.8,8.7,0.0
2018R0607,2018,R6,2018-04-29,Essendon,Melbourne,10.12,16.12,Docklands,35964.0,18.6,9.6,0.0
2018R0608,2018,R6,2018-04-29,Collingwood,Richmond,10.1,16.17,M.C.G.,72157.0,18.6,9.6,0.0
2018R0609,2018,R6,2018-04-29,Fremantle,West Coast,12.9,13.11,Perth Stadium,56521.0,31.0,17.0,0.0
2018R0701,2018,R7,2018-05-04,Geelong,Greater Western Sydney,14.9,4.8,Kardinia Park,25079.0,17.4,11.0,0.4
2018R0702,2018,R7,2018-05-05,Western Bulldogs,Gold Coast,11.15,10.12,Eureka Stadium,6833.0,17.5,6.4,3.0
2018R0703,2018,R7,2018-05-05,Essendon,Hawthorn,10.7,13.12,M.C.G.,53018.0,21.2,10.6,2.2
2018R0704,2018,R7,2018-05-05,West Coast,Port Adelaide,16.6,9.6,Perth Stadium,50516.0,28.8,6.7,0.0
2018R0705,2018,R7,2018-05-05,Sydney,North Melbourne,9.12,9.14,S.C.G.,29124.0,22.4,11.6,0.0
2018R0706,2018,R7,2018-05-05,Adelaide,Carlton,19.11,10.1,Adelaide Oval,47422.0,20.0,11.2,0.2
2018R0707,2018,R7,2018-05-06,Richmond,Fremantle,15.2,4.9,M.C.G.,43240.0,21.5,8.8,0.0
2018R0708,2018,R7,2018-05-06,St Kilda,Melbourne,9.13,16.1,Docklands,25496.0,21.5,8.8,0.0
2018R0709,2018,R7,2018-05-06,Brisbane Lions,Collingwood,18.6,19.7,Gabba,21850.0,25.8,15.7,0.0
2018R0801,2018,R8,2018-05-11,Hawthorn,Sydney,10.11,12.7,M.C.G.,32784.0,14.1,6.5,19.6
2018R0802,2018,R8,2018-05-12,Greater Western Sydney,West Coast,8.13,12.14,Sydney Showground,9253.0,17.5,10.3,2.0
2018R0803,2018,R8,2018-05-12,Carlton,Essendon,14.7,10.18,M.C.G.,44669.0,16.5,10.5,8.4
2018R0804,2018,R8,2018-05-12,Gold Coast,Melbourne,11.11,21.2,Gabba,6060.0,22.3,12.3,0.0
2018R0805,2018,R8,2018-05-12,Port Adelaide,Adelaide,14.11,14.6,Adelaide Oval,50967.0,18.1,11.0,0.0
2018R0806,2018,R8,2018-05-12,Western Bulldogs,Brisbane Lions,16.11,14.9,Docklands,20865.0,16.5,10.5,8.4
2018R0807,2018,R8,2018-05-12,Fremantle,St Kilda,13.11,8.11,Perth Stadium,41752.0,32.7,15.2,0.0
2018R0808,2018,R8,2018-05-13,North Melbourne,Richmond,11.6,12.1,Docklands,29153.0,16.3,11.2,3.7
2018R0809,2018,R8,2018-05-13,Collingwood,Geelong,5.15,9.12,M.C.G.,44602.0,16.3,11.2,3.7
2018R0901,2018,R9,2018-05-18,Adelaide,Western Bulldogs,9.9,2.14,Adelaide Oval,39407.0,18.1,13.6,4.6
2018R0902,2018,R9,2018-05-19,North Melbourne,Greater Western Sydney,17.1,9.15,Bellerive Oval,7194.0,15.5,6.4,0.0
2018R0903,2018,R9,2018-05-19,Gold Coast,Port Adelaide,6.6,11.16,Jiangwan Stadium,10689.0,19.16,9.79,2.26
2018R0904,2018,R9,2018-05-19,Essendon,Geelong,12.12,7.8,M.C.G.,50228.0,15.5,8.4,3.6
2018R0905,2018,R9,2018-05-19,St Kilda,Collingwood,10.12,15.1,Docklands,33994.0,15.5,8.4,3.6
2018R0906,2018,R9,2018-05-19,Sydney,Fremantle,17.9,7.1,S.C.G.,27481.0,19.8,10.8,0.0
2018R0907,2018,R9,2018-05-20,Carlton,Melbourne,7.8,25.9,M.C.G.,44142.0,15.8,9.9,0.2
2018R0908,2018,R9,2018-05-20,Brisbane Lions,Hawthorn,20.9,11.7,Gabba,20628.0,25.3,11.6,0.0
2018R0909,2018,R9,2018-05-20,West Coast,Richmond,20.1,12.11,Perth Stadium,57616.0,24.6,5.1,0.0
2018R1001,2018,R10,2018-05-25,Collingwood,Western Bulldogs,13.12,8.7,Docklands,37985.0,16.3,9.2,0.0
2018R1002,2018,R10,2018-05-26,Richmond,St Kilda,15.15,12.5,M.C.G.,48850.0,19.8,3.0,0.0
2018R1003,2018,R10,2018-05-26,Brisbane Lions,Sydney,6.13,10.7,Gabba,18702.0,23.8,15.1,0.0
2018R1004,2018,R10,2018-05-26,Geelong,Carlton,11.7,5.15,Kardinia Park,31090.0,16.7,2.4,0.0
2018R1005,2018,R10,2018-05-26,Greater Western Sydney,Essendon,8.12,14.11,Sydney Showground,10789.0,21.2,7.6,0.0
2018R1006,2018,R10,2018-05-27,Hawthorn,West Coast,9.6,11.9,Docklands,28077.0,20.2,7.6,0.0
2018R1007,2018,R10,2018-05-27,Melbourne,Adelaide,23.8,8.7,Traeger Park,6989.0,29.7,9.0,0.0
2018R1008,2018,R10,2018-05-27,Fremantle,North Melbourne,8.1,12.14,Perth Stadium,37575.0,21.3,14.8,4.2
2018R1101,2018,R11,2018-06-01,Sydney,Carlton,13.13,9.7,S.C.G.,27351.0,15.9,12.3,0.1
2018R1102,2018,R11,2018-06-02,Western Bulldogs,Melbourne,7.9,15.1,Docklands,28485.0,13.9,1.6,0.0
2018R1103,2018,R11,2018-06-02,Hawthorn,Port Adelaide,9.1,9.7,York Park,13007.0,15.1,1.6,0.0
2018R1104,2018,R11,2018-06-02,Gold Coast,Geelong,4.12,17.19,Carrara,17490.0,22.9,10.0,0.0
2018R1105,2018,R11,2018-06-02,Essendon,Richmond,6.7,17.12,M.C.G.,81046.0,13.9,1.6,0.0
2018R1106,2018,R11,2018-06-02,West Coast,St Kilda,16.5,14.4,Perth Stadium,54188.0,19.6,5.3,0.0
2018R1107,2018,R11,2018-06-03,North Melbourne,Brisbane Lions,21.15,12.15,Docklands,22133.0,13.6,4.2,0.0
2018R1108,2018,R11,2018-06-03,Collingwood,Fremantle,21.12,12.5,M.C.G.,34542.0,13.6,4.2,0.0
2018R1109,2018,R11,2018-06-03,Adelaide,Greater Western Sydney,11.15,14.13,Adelaide Oval,44120.0,17.2,4.2,0.0
2018R1201,2018,R12,2018-06-08,Port Adelaide,Richmond,10.12,8.1,Adelaide Oval,39936.0,15.2,12.5,3.0
2018R1202,2018,R12,2018-06-09,Geelong,North Melbourne,14.12,8.11,Kardinia Park,31265.0,16.4,6.1,0.0
2018R1203,2018,R12,2018-06-09,Greater Western Sydney,Gold Coast,20.14,4.2,Sydney Showground,7131.0,16.6,10.9,9.0
2018R1204,2018,R12,2018-06-09,St Kilda,Sydney,7.13,19.12,Docklands,27569.0,15.8,10.1,4.0
2018R1205,2018,R12,2018-06-10,Brisbane Lions,Essendon,8.14,12.12,Gabba,20476.0,23.6,15.6,0.8
2018R1206,2018,R12,2018-06-10,Fremantle,Adelaide,10.11,9.14,Perth Stadium,33421.0,19.8,13.5,21.8
2018R1207,2018,R12,2018-06-11,Melbourne,Collingwood,14.7,20.13,M.C.G.,83518.0,16.6,2.7,0.0
2018R1301,2018,R13,2018-06-14,Port Adelaide,Western Bulldogs,20.12,11.9,Adelaide Oval,26137.0,16.2,11.4,2.4
2018R1302,2018,R13,2018-06-15,Sydney,West Coast,10.12,7.15,S.C.G.,36402.0,21.2,10.7,0.0
2018R1303,2018,R13,2018-06-16,Carlton,Fremantle,6.1,15.13,Docklands,21430.0,12.5,5.8,2.2
2018R1304,2018,R13,2018-06-16,Gold Coast,St Kilda,11.12,11.14,Carrara,10181.0,22.5,7.9,0.0
2018R1305,2018,R13,2018-06-16,Hawthorn,Adelaide,12.16,4.8,M.C.G.,26693.0,12.5,5.8,2.2
2018R1306,2018,R13,2018-06-17,Geelong,Richmond,9.11,12.11,M.C.G.,46423.0,12.2,7.1,18.8
2018R1401,2018,R14,2018-06-21,West Coast,Essendon,6.16,12.8,Perth Stadium,51409.0,20.1,9.7,0.0
2018R1402,2018,R14,2018-06-22,Port Adelaide,Melbourne,11.9,9.11,Adelaide Oval,40751.0,15.7,2.8,0.0
2018R1403,2018,R14,2018-06-23,Hawthorn,Gold Coast,13.18,5.13,York Park,9007.0,14.3,0.9,0.2
2018R1404,2018,R14,2018-06-23,Brisbane Lions,Greater Western Sydney,12.1,16.13,Gabba,11267.0,23.1,9.1,0.0
2018R1405,2018,R14,2018-06-23,Western Bulldogs,North Melbourne,11.9,12.5,Docklands,26301.0,12.9,5.6,0.0
2018R1406,2018,R14,2018-06-24,Collingwood,Carlton,11.13,9.5,M.C.G.,53706.0,12.8,6.7,0.0
2018R1501,2018,R15,2018-06-28,Richmond,Sydney,14.9,11.1,Docklands,43519.0,9.8,3.2,0.0
2018R1502,2018,R15,2018-06-29,Western Bulldogs,Geelong,16.7,15.11,Docklands,29499.0,12.0,5.1,0.0
2018R1503,2018,R15,2018-06-30,Carlton,Port Adelaide,10.9,13.12,M.C.G.,26562.0,14.8,8.7,1.2
2018R1504,2018,R15,2018-06-30,Adelaide,West Coast,12.16,12.6,Adelaide Oval,44771.0,14.5,10.1,4.0
2018R1505,2018,R15,2018-06-30,Gold Coast,Collingwood,8.12,14.15,Carrara,13637.0,23.3,13.2,0.2
2018R1506,2018,R15,2018-06-30,Greater Western Sydney,Hawthorn,13.17,13.6,Sydney Showground,10866.0,19.5,3.3,0.0
2018R1507,2018,R15,2018-07-01,Melbourne,St Kilda,18.9,18.11,M.C.G.,38910.0,14.9,2.6,0.6
2018R1508,2018,R15,2018-07-01,Essendon,North Melbourne,19.11,16.12,Docklands,45580.0,14.9,2.6,0.6
2018R1509,2018,R15,2018-07-01,Fremantle,Brisbane Lions,9.1,18.11,Perth Stadium,41674.0,22.0,6.3,0.0
2018R1601,2018,R16,2018-07-05,Sydney,Geelong,9.5,8.23,S.C.G.,34363.0,25.9,9.7,0.0
2018R1602,2018,R16,2018-07-06,Richmond,Adelaide,15.13,8.8,M.C.G.,54934.0,14.5,11.1,0.0
2018R1603,2018,R16,2018-07-07,Brisbane Lions,Carlton,18.12,7.13,Gabba,21074.0,24.9,18.2,2.6
2018R1604,2018,R16,2018-07-07,Port Adelaide,St Kilda,12.14,7.8,Adelaide Oval,36253.0,14.3,8.9,9.0
2018R1605,2018,R16,2018-07-07,Western Bulldogs,Hawthorn,9.5,19.8,Docklands,35320.0,12.4,8.1,0.0
2018R1606,2018,R16,2018-07-07,Melbourne,Fremantle,13.24,7.6,Marrara Oval,8689.0,32.1,20.8,0.0
2018R1607,2018,R16,2018-07-08,North Melbourne,Gold Coast,14.11,8.1,Docklands,14389.0,14.2,8.3,0.0
2018R1608,2018,R16,2018-07-08,Essendon,Collingwood,9.8,12.6,M.C.G.,69868.0,14.2,8.3,0.0
2018R1609,2018,R16,2018-07-08,West Coast,Greater Western Sydney,13.8,10.15,Perth Stadium,52105.0,19.7,5.7,0.0
2018R1701,2018,R17,2018-07-12,Adelaide,Geelong,16.16,14.13,Adelaide Oval,46095.0,14.3,7.4,1.8
2018R1702,2018,R17,2018-07-13,St Kilda,Carlton,16.2,7.1,Docklands,33780.0,13.7,4.4,0.0
2018R1703,2018,R17,2018-07-14,Hawthorn,Brisbane Lions,9.11,15.8,York Park,12557.0,12.8,-1.8,0.0
2018R1704,2018,R17,2018-07-14,Melbourne,Western Bulldogs,18.11,10.9,M.C.G.,31053.0,14.6,1.9,0.0
2018R1705,2018,R17,2018-07-14,Gold Coast,Essendon,6.15,13.17,Carrara,13061.0,20.7,7.8,0.0
2018R1706,2018,R17,2018-07-14,Greater Western Sydney,Richmond,11.13,10.17,Sydney Showground,14456.0,17.3,3.1,0.0
2018R1707,2018,R17,2018-07-15,Collingwood,West Coast,9.13,15.12,M.C.G.,53439.0,12.8,5.4,0.0
2018R1708,2018,R17,2018-07-15,North Melbourne,Sydney,15.8,16.8,Docklands,25633.0,12.8,5.4,0.0
2018R1709,2018,R17,2018-07-15,Fremantle,Port Adelaide,8.11,7.8,Perth Stadium,33190.0,17.8,8.8,23.4
2018R1801,2018,R18,2018-07-20,St Kilda,Richmond,8.9,16.15,Docklands,36269.0,12.3,6.3,5.4
2018R1802,2018,R18,2018-07-21,Collingwood,North Melbourne,20.1,9.1,M.C.G.,50393.0,13.1,5.2,0.8
2018R1803,2018,R18,2018-07-21,Sydney,Gold Coast,8.16,12.16,S.C.G.,32565.0,17.5,9.0,0.0
2018R1804,2018,R18,2018-07-21,Essendon,Fremantle,13.21,11.4,Docklands,31564.0,13.1,5.2,0.8
2018R1805,2018,R18,2018-07-21,Brisbane Lions,Adelaide,13.1,13.15,Gabba,20475.0,20.2,9.8,0.0
2018R1806,2018,R18,2018-07-21,Geelong,Melbourne,16.4,14.14,Kardinia Park,30125.0,13.9,4.7,2.6
2018R1807,2018,R18,2018-07-22,Carlton,Hawthorn,7.1,18.16,Docklands,30405.0,13.9,7.1,0.0
2018R1808,2018,R18,2018-07-22,West Coast,Western Bulldogs,14.16,6.1,Perth Stadium,46854.0,18.8,14.0,20.2
2018R1809,2018,R18,2018-07-22,Port Adelaide,Greater Western Sydney,8.1,11.14,Adelaide Oval,34693.0,17.9,9.5,0.0
2018R1901,2018,R19,2018-07-27,Essendon,Sydney,15.19,10.6,Docklands,42251.0,18.5,8.4,0.0
2018R1902,2018,R19,2018-07-28,Richmond,Collingwood,16.9,12.5,M.C.G.,88180.0,17.5,8.6,0.8
2018R1903,2018,R19,2018-07-28,Geelong,Brisbane Lions,18.12,11.12,Kardinia Park,28226.0,18.3,4.8,0.0
2018R1904,2018,R19,2018-07-28,Greater Western Sydney,St Kilda,13.8,8.13,Sydney Showground,12014.0,22.1,4.2,0.0
2018R1905,2018,R19,2018-07-28,Gold Coast,Carlton,5.14,12.7,Carrara,10776.0,25.1,14.8,0.0
2018R1906,2018,R19,2018-07-28,Adelaide,Melbourne,10.17,13.12,Adelaide Oval,45880.0,15.5,6.4,0.0
2018R1907,2018,R19,2018-07-29,North Melbourne,West Coast,12.9,6.5,Bellerive Oval,11176.0,10.9,4.8,3.2
2018R1908,2018,R19,2018-07-29,Western Bulldogs,Port Adelaide,5.4,11.12,Eureka Stadium,6450.0,9.2,5.9,10.4
2018R1909,2018,R19,2018-07-29,Fremantle,Hawthorn,7.11,17.1,Perth Stadium,41845.0,19.8,11.4,0.0
2018R2001,2018,R20,2018-08-03,Richmond,Geelong,12.13,12.1,M.C.G.,67054.0,18.1,8.5,0.0
2018R2002,2018,R20,2018-08-04,Hawthorn,Essendon,16.11,16.7,M.C.G.,68857.0,14.7,6.9,2.2
2018R2003,2018,R20,2018-08-04,Brisbane Lions,North Melbourne,16.8,16.11,Gabba,18395.0,27.1,11.7,0.0
2018R2004,2018,R20,2018-08-04,Adelaide,Port Adelaide,13.18,14.9,Adelaide Oval,50377.0,17.9,9.9,1.8
2018R2005,2018,R20,2018-08-04,Sydney,Collingwood,11.7,10.11,S.C.G.,39238.0,20.7,11.3,0.0
2018R2006,2018,R20,2018-08-04,St Kilda,Western Bulldogs,9.14,15.13,Docklands,20748.0,14.7,6.9,2.2
2018R2007,2018,R20,2018-08-05,Carlton,Greater Western Sydney,7.4,23.13,Docklands,16697.0,16.7,9.4,0.2
2018R2008,2018,R20,2018-08-05,Melbourne,Gold Coast,21.17,7.5,M.C.G.,23072.0,16.7,9.4,0.2
2018R2009,2018,R20,2018-08-05,West Coast,Fremantle,21.16,13.6,Perth Stadium,57375.0,14.5,7.5,12.2
2018R2101,2018,R21,2018-08-10,Essendon,St Kilda,18.14,11.13,Docklands,37483.0,19.4,8.5,0.0
2018R2102,2018,R21,2018-08-11,Hawthorn,Geelong,10.11,8.12,M.C.G.,59529.0,14.1,7.8,10.2
2018R2103,2018,R21,2018-08-11,Gold Coast,Richmond,7.9,19.11,Carrara,18102.0,23.6,12.2,0.0
2018R2104,2018,R21,2018-08-11,Port Adelaide,West Coast,9.4,9.8,Adelaide Oval,32534.0,12.4,8.1,9.4
2018R2105,2018,R21,2018-08-11,Greater Western Sydney,Adelaide,15.16,13.14,Manuka Oval,13249.0,16.4,0.4,0.0
2018R2106,2018,R21,2018-08-11,Collingwood,Brisbane Lions,14.2,11.7,Docklands,33390.0,14.1,7.8,10.2
2018R2107,2018,R21,2018-08-12,North Melbourne,Western Bulldogs,12.13,13.14,Docklands,27031.0,14.8,4.0,6.8
2018R2108,2018,R21,2018-08-12,Melbourne,Sydney,10.18,13.9,M.C.G.,51424.0,14.8,4.0,6.8
2018R2109,2018,R21,2018-08-12,Fremantle,Carlton,15.11,10.12,Perth Stadium,40028.0,21.4,3.5,0.0
2018R2201,2018,R22,2018-08-17,Richmond,Essendon,12.9,11.7,M.C.G.,76424.0,16.1,6.0,1.0
2018R2202,2018,R22,2018-08-18,Collingwood,Port Adelaide,17.13,10.4,M.C.G.,46286.0,14.0,7.8,0.4
2018R2203,2018,R22,2018-08-18,Geelong,Fremantle,24.14,3.7,Kardinia Park,24507.0,12.8,7.5,1.4
2018R2204,2018,R22,2018-08-18,Greater Western Sydney,Sydney,8.12,11.14,Sydney Showground,21433.0,22.6,4.0,0.0
2018R2205,2018,R22,2018-08-18,St Kilda,Hawthorn,11.1,12.8,Docklands,24795.0,14.0,7.8,0.4
2018R2206,2018,R22,2018-08-18,Gold Coast,Brisbane Lions,11.8,10.18,Carrara,11907.0,24.6,9.4,0.0
2018R2207,2018,R22,2018-08-19,Carlton,Western Bulldogs,7.7,10.6,Docklands,24143.0,12.4,5.7,10.8
2018R2208,2018,R22,2018-08-19,West Coast,Melbourne,14.7,16.12,Perth Stadium,55824.0,24.3,7.3,0.0
2018R2209,2018,R22,2018-08-19,Adelaide,North Melbourne,12.14,11.11,Adelaide Oval,41444.0,13.9,9.8,0.8
2018R2301,2018,R23,2018-08-24,Port Adelaide,Essendon,13.11,17.9,Adelaide Oval,39168.0,21.0,13.0,0.0
2018R2302,2018,R23,2018-08-25,Geelong,Gold Coast,22.1,5.1,Kardinia Park,28004.0,16.0,2.3,0.0
2018R2303,2018,R23,2018-08-25,Richmond,Western Bulldogs,15.8,14.11,M.C.G.,56998.0,17.1,1.3,0.0
2018R2304,2018,R23,2018-08-25,Fremantle,Collingwood,9.13,11.1,Perth Stadium,41320.0,21.0,4.7,0.0
2018R2305,2018,R23,2018-08-25,Carlton,Adelaide,8.13,26.9,Docklands,17000.0,17.1,1.3,0.0
2018R2306,2018,R23,2018-08-25,Sydney,Hawthorn,10.14,12.11,S.C.G.,39660.0,20.0,10.7,1.2
2018R2307,2018,R23,2018-08-26,Brisbane Lions,West Coast,11.6,14.14,Gabba,16367.0,20.2,14.0,11.2
2018R2308,2018,R23,2018-08-26,Melbourne,Greater Western Sydney,15.12,8.9,M.C.G.,37285.0,14.9,3.2,0.0
2018R2309,2018,R23,2018-08-26,St Kilda,North Melbourne,14.1,17.15,Docklands,19866.0,14.9,3.2,0.0
2018QF01,2018,QF,2018-09-06,Richmond,Hawthorn,13.17,9.1,M.C.G.,91446.0,20.1,11.7,0.2
2018EF01,2018,EF,2018-09-07,Melbourne,Geelong,10.15,6.1,M.C.G.,91767.0,14.5,7.0,3.6
2018EF02,2018,EF,2018-09-08,Sydney,Greater Western Sydney,4.6,10.19,S.C.G.,40350.0,15.5,12.2,20.0
2018QF02,2018,QF,2018-09-08,West Coast,Collingwood,12.14,10.1,Perth Stadium,59585.0,20.1,10.7,2.6
2018SF01,2018,SF,2018-09-14,Hawthorn,Melbourne,10.11,16.8,M.C.G.,90152.0,22.9,9.0,0.0
2018SF02,2018,SF,2018-09-15,Collingwood,Greater Western Sydney,9.15,9.5,M.C.G.,72504.0,14.4,10.6,0.6
2018PF01,2018,PF,2018-09-21,Richmond,Collingwood,8.1,15.7,M.C.G.,94959.0,19.3,6.6,0.0
2018PF02,2018,PF,2018-09-22,West Coast,Melbourne,18.13,7.13,Perth Stadium,59608.0,28.0,8.2,0.0
2018GF01,2018,GF,2018-09-29,West Coast,Collingwood,11.13,11.8,M.C.G.,100022.0,14.0,4.0,1.7
2019R0101,2019,R1,2019-03-21,Carlton,Richmond,9.1,14.13,M.C.G.,85016.0,25.9,18.3,0.0
2019R0102,2019,R1,2019-03-22,Collingwood,Geelong,9.11,10.12,M.C.G.,78017.0,30.0,18.0,0.0
2019R0103,2019,R1,2019-03-23,Melbourne,Port Adelaide,9.7,12.15,M.C.G.,38866.0,31.4,18.9,5.0
2019R0104,2019,R1,2019-03-23,Adelaide,Hawthorn,7.13,12.15,Adelaide Oval,50180.0,23.7,18.7,0.0
2019R0105,2019,R1,2019-03-23,Western Bulldogs,Sydney,11.16,9.11,Docklands,32303.0,31.4,18.9,5.0
2019R0106,2019,R1,2019-03-23,Brisbane Lions,West Coast,15.12,8.1,Gabba,20029.0,34.3,23.5,0.0
2019R0107,2019,R1,2019-03-24,St Kilda,Gold Coast,13.7,13.6,Docklands,20291.0,30.3,15.2,1.2
2019R0108,2019,R1,2019-03-24,Greater Western Sydney,Essendon,16.16,5.1,Sydney Showground,15424.0,31.7,19.0,0.6
2019R0109,2019,R1,2019-03-24,Fremantle,North Melbourne,21.15,9.5,Perth Stadium,40033.0,25.3,11.0,0.0
2019R0201,2019,R2,2019-03-28,Richmond,Collingwood,10.6,17.8,M.C.G.,70699.0,28.5,9.7,0.0
2019R0202,2019,R2,2019-03-29,Sydney,Adelaide,8.14,12.16,S.C.G.,32575.0,28.1,18.5,0.0
